Protocol,Dst Port,Src Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow IAT Mean,Active Mean,Idle Mean,Fwd PSH Flags,Bwd PSH Flags,Label
TCP,41692,35491,1034714.7775118455,8,9,317.0887049909811,286.68758160657035,83.43664415186579,90.55059435055789,69319.04160284351,1999.0495474217662,1133.8991133514107,0,0,BENIGN
UDP,3962,4657,325545.80824829696,10,9,176.48220101727367,148.00186410834414,53.482565900696606,216.25908371025903,156204.2998412402,1380.8824813965134,2341.1316066037293,0,0,BENIGN
ICMP,29278,50478,5705566.631154885,10,10,117.58449313688158,155.94075366517467,149.7002728395417,92.72594516307154,100424.19901271522,1863.9606214381763,875.4875866670893,1,1,BENIGN
TCP,51657,36902,2237421.482269536,7,6,143.57093076126836,55.51475539436592,159.56563591384642,89.25749676368967,111650.31627630578,1708.210862723777,1487.002488632021,1,1,BENIGN
TCP,41575,25736,720273.0760580436,6,10,135.73946517758168,22.68911909938131,22.230852587624554,78.54998149499046,5711.512545611137,1422.0994317396564,4035.875848452921,1,0,BENIGN
ICMP,52959,52022,1744806.905795044,9,9,118.90729476820015,250.38759467420095,97.77469248204353,155.55767908887952,12121.23484713319,1209.7040138976686,1811.3448277806533,1,1,BENIGN
UDP,31418,29093,1691844.5797341443,13,10,274.434265398872,210.01714847539955,36.77549645622933,18.31208999789856,77081.77668875398,1512.3913363397633,2727.840570683339,1,1,BENIGN
UDP,22485,1243,2730280.0076207006,10,14,646.7802827248123,149.4361186171951,89.98035596911376,57.66454956660385,28835.59552506743,675.1922026421103,5453.208149239952,1,0,BENIGN
UDP,18104,41308,1838372.221453173,14,7,23.652577082699526,157.99127742554816,108.12089321192529,21.645588647001073,103961.78632813171,6670.5863429381425,1243.5884978136226,1,0,BENIGN
TCP,65007,1832,1031923.9312150632,8,8,89.47703210422993,19.811736887605736,131.4465218651246,218.53917029139473,62959.16637310109,4191.106534661073,1538.2686971422104,0,1,BENIGN
TCP,29346,50722,939824.7956674836,12,13,138.8138858494764,616.6899274288429,55.29854935505882,117.5842397244861,91015.64037263051,417.1842448990026,1575.0310511128375,1,1,BENIGN
TCP,46327,28512,629904.4141718579,13,10,255.18072090919034,108.99091762222027,116.7313611717407,31.045413856234013,236618.48626498156,3900.8876253174403,1705.3113519886265,1,0,BENIGN
TCP,39455,7247,984798.8279482254,8,9,98.6886467128771,156.67621164545955,37.30313910320983,61.989321398033745,28240.119214304104,3749.7146388196134,166.50246572968874,1,1,BENIGN
UDP,1588,31468,1585802.3780144483,8,10,80.30799324688378,134.79205729685526,43.21028655642834,140.18596087532148,91886.75319613417,2109.769479307204,1280.5272997248337,1,1,BENIGN
ICMP,56153,18303,3474982.563385421,9,12,103.85544059408566,104.79849717227734,99.89196478270114,105.88148576083195,19201.507973608874,1883.063857072552,1216.9784051335732,0,0,BENIGN
TCP,42572,55569,629773.1337509856,6,13,74.99008963998385,231.86575489535747,38.348416694248264,79.08186853832096,68208.13677609287,2041.8425612145747,5317.633593648397,0,0,BENIGN
TCP,50049,3233,852502.186402941,11,14,54.85459965622778,223.1784491813911,42.46607475807233,15.508673401160785,164539.24032424824,1437.9114504747367,3873.8980861805203,1,0,BENIGN
UDP,54711,36527,588436.767278691,10,9,223.05431867947928,57.59385699043635,166.23432435843466,150.32242985707305,85739.4638213644,271.2673655440342,1682.2351119528535,1,0,BENIGN
ICMP,57622,38766,1104093.1441034197,12,7,175.2044837006864,51.45526744714901,105.47163009520914,174.12564472151692,186135.71605179712,911.8585891502453,895.9446193675984,1,0,BENIGN
ICMP,21032,51508,994037.4425331703,6,10,217.86300021586484,301.71322908167303,37.26220860541991,76.73396489594862,52617.851461587474,3847.9582534391234,2382.019845840665,0,1,BENIGN
UDP,26213,58742,17994.728527951087,9,8,673.3107248891745,41.304418840380436,14.130732716782594,71.95440339450752,16794.952225003883,2871.948549678698,396.76348129167116,0,0,Attack
UDP,10351,64464,779057.1114927632,11,7,266.0026361374935,212.22975040597643,77.88507695394404,42.54783101954912,97236.01983579069,2409.4366635326196,1967.2737122765727,0,0,BENIGN
ICMP,18817,10973,92649.308333755,6,8,301.15948694805684,550.2688717699689,105.32078575000195,48.21017483973809,35460.54708249305,1438.1881576548994,1726.8855395187686,1,1,BENIGN
TCP,20289,48137,26737.911244070467,11,13,169.5504780448958,242.7937310913033,62.6757143202633,84.63555664308964,16225.156335027494,1205.186490310164,2301.0459587442274,0,0,BENIGN
ICMP,29433,34593,1566364.8315176377,10,7,684.913075881685,366.8991507025299,97.02181513985758,22.193394031388543,157666.28329649058,1163.2893609671744,2605.9627308798963,0,0,Attack
UDP,44223,10684,299282.244586104,8,12,267.6306074505609,104.63996986016375,92.75212522088916,20.588350805136617,274216.9848338101,6272.424032515375,2489.1778132997415,0,1,BENIGN
TCP,48618,23665,416508.4782013918,8,7,348.7443849637808,167.06491254754857,105.04998344929241,104.05039728791246,23477.57307418648,1268.2791061913777,293.00179173435123,1,0,BENIGN
TCP,6838,36829,66230.17796014909,9,9,121.37410046259424,98.9376498414994,265.313879642296,70.48250340218279,41955.07711698265,714.3549430361434,1070.5833649437375,1,0,BENIGN
UDP,34218,54477,197841.68593449236,11,9,87.34318400710826,274.39425148052874,52.84033087273011,139.85656899043767,75161.48900928031,4728.783577586516,3568.688962977603,0,1,BENIGN
UDP,20885,33173,1450746.7771978562,9,3,438.8665081162818,148.21339629822538,54.646044673123974,26.005507096457514,71690.59550434214,2362.836862072571,644.3579989907917,0,0,Attack
UDP,5455,18106,680291.8263120847,8,9,42.21679070696228,333.7657088232263,59.65057813543926,64.28199712721134,113404.80465058608,992.2380674417662,3136.899131992636,1,1,BENIGN
ICMP,9425,64341,2125849.6306657083,8,10,332.1814268263709,367.20179465623534,15.162115721475747,145.05063405529984,86985.51515200296,1390.5135703899598,1333.8377498689401,1,0,BENIGN
ICMP,36886,21701,506239.7076167408,6,12,318.69597430354645,68.88391183588814,46.61811439845782,101.99838475024941,160738.50651526157,4115.4966472659835,2504.618208244182,0,1,BENIGN
TCP,41638,11018,312932.5127966282,9,7,119.53678494929135,359.8893051838561,7.7234401679344735,41.675903437436205,12107.808437975582,2834.5692064679474,1973.1947890192118,1,1,BENIGN
UDP,43619,36614,427097.12383717485,12,7,150.70683239775963,273.1874057562313,38.826959944258824,68.3591685899181,73912.41881892961,886.7714913946863,2549.7433248379066,0,0,BENIGN
TCP,18413,65272,1247478.2346420551,12,12,198.7519386166805,288.3467117217448,62.284183818262676,55.80637731370181,14522.069325607898,1289.048153876903,1614.2767240476335,1,1,BENIGN
TCP,62672,20595,809693.743716208,5,8,94.82682492472824,100.39434732927151,135.5370361792619,35.854757922737015,27622.678910266823,1763.41615265601,2130.022897146174,1,0,BENIGN
TCP,47112,11385,2345400.8190145614,7,6,119.6807798928978,213.14440264238726,52.41156142825231,118.88404963441072,39838.600241994725,2518.293863234749,459.4772645732347,1,0,BENIGN
TCP,39614,30349,921727.407320311,15,10,81.18822218842702,107.20170009324423,13.771472345429817,46.41653183229306,29164.345541601033,343.43361414260096,2437.2041644191763,1,1,BENIGN
UDP,20143,16449,679280.1902005834,6,10,227.478459171657,316.91970807007016,73.13922704344006,195.05024840801383,168831.36512582484,800.0284277586993,2044.393848634734,0,1,BENIGN
TCP,55057,9492,1540624.4351754182,8,14,100.76109215218696,181.54758599310782,39.64975876781782,19.98882251491323,165252.02900322338,3962.3276061561373,308.8287449526346,0,0,BENIGN
UDP,37393,13113,2947587.0932170656,17,7,151.66680319697664,139.78190449067716,127.02641185495466,41.79683017599787,76790.77920580229,1036.8824266311308,2873.06213306925,0,0,BENIGN
UDP,59382,55535,439817.31324471545,7,8,147.12544375614837,28.647444621176348,40.113658029453994,104.06374658391783,37535.9316984561,409.7134517289211,4353.331208467582,0,0,BENIGN
ICMP,59994,31022,287517.03295885085,12,12,113.28420617050861,189.07010370611687,346.9864641211577,254.36174894147555,115889.80013793886,932.7948620850334,1695.0677525251456,1,1,BENIGN
UDP,63117,58760,957679.0228926628,7,14,302.6407567895793,316.53188379931146,42.068461675742064,65.01058380388271,55777.317134614146,4538.669062552092,3634.0748700653035,0,0,BENIGN
ICMP,8849,44554,690895.3601194763,9,15,184.02923036156076,418.2799647505426,26.77481032341836,85.47134187315798,322492.0398678298,415.742330544197,1544.2717004469473,1,1,BENIGN
UDP,49318,969,4526874.375384998,8,10,105.94636752843334,191.24495947461062,12.962213535081366,26.24195030853461,248125.41097375954,3834.186723597572,1691.7043415018322,1,1,BENIGN
UDP,13137,369,620569.4062649675,11,10,95.38518948843794,51.38948977271108,93.74035395964673,78.19304543386339,86325.87889648107,5108.533595574743,2303.676155070066,0,0,BENIGN
UDP,53744,8425,77239.1552754541,11,12,226.97937324215337,127.55667893838985,154.91772594585473,38.17765986018837,38509.26064805362,1116.1169717476573,502.07195001808714,0,0,BENIGN
ICMP,590,35011,3788437.3167792796,15,12,40.9781285768436,226.91922041679732,101.16864932178055,87.58516444194234,34983.07637050493,3230.7507073113893,3238.1278886873442,1,0,BENIGN
ICMP,20909,54155,1855254.9862821978,8,16,128.35820343992387,247.12098286108503,31.867027900166818,91.46382889198716,54046.46875772151,4260.971756344196,421.75159209740576,1,1,BENIGN
TCP,51974,35852,196319.24162244587,11,10,77.4989361080604,417.04032046517517,119.68159942549622,98.5294208643675,152570.91900230886,2074.0481589249903,3022.97725521369,0,1,BENIGN
ICMP,61603,57226,2349731.7661201763,8,9,269.43454899004223,72.00400298063984,56.31427000040798,119.57042934049122,38510.46879987204,623.4485133430107,3459.1145243904807,1,0,BENIGN
ICMP,6510,25497,416526.2892720827,17,16,63.272690651326435,124.44000278702276,102.93782914498681,84.32272020833142,92290.40013570066,4159.805578840778,384.0545376017983,0,0,Attack
ICMP,40462,58033,473388.52680830564,11,9,336.6748492055863,287.21507183284797,78.08495672823094,60.19469827380926,170776.78044317474,887.5601183838846,659.4694841281073,0,0,BENIGN
ICMP,42223,61617,2368633.8992345952,7,7,438.21951248940445,132.8393171372009,38.77493056600463,61.409030344769604,29399.33970192152,1816.5233492065106,1378.3519008714582,1,1,BENIGN
TCP,49224,30937,755268.4975660894,10,7,212.6857842513134,99.86257353899394,27.51492531376134,93.61099047624222,58395.492078633,2522.4002249535865,2936.33396322524,1,0,BENIGN
ICMP,44477,13323,148225.02223095478,4,6,83.91130534748089,102.89575693810879,41.041941360383085,16.64893546076556,89375.62398667258,769.1401608425218,1494.9577520545038,0,1,BENIGN
UDP,45711,1470,460538.4209433934,5,10,468.4113935267323,239.3460324377741,22.852431299385326,45.70420981049873,44616.974667281036,1078.0211317142428,2958.595495765929,1,0,BENIGN
UDP,65334,37494,1280484.7528836045,18,8,689.9255412361009,92.20568312418122,109.73190315471996,35.77555844379817,21754.850482297305,816.8703345088725,2700.0482198840295,1,1,BENIGN
ICMP,52733,4260,191383.5183024814,12,8,153.16663586171134,284.014156864131,117.74877063520327,46.886768030012135,167992.66824150432,1305.1492185140633,3942.4766455524496,0,0,BENIGN
ICMP,57115,36391,892162.1744460611,7,12,113.53714741867485,135.87969119444708,208.6656863822711,51.318175265756786,31282.39168817606,3385.968455185436,1571.7538517479084,0,1,BENIGN
UDP,49421,10293,1188342.7030735963,5,8,156.36930871829605,237.84013201387708,39.69826376163545,44.18818798710241,35609.40457483795,2240.0770384390685,1112.6828401752148,0,1,BENIGN
UDP,9969,26842,421371.3069308898,8,7,457.19949622603303,92.32241919917507,123.46626689109438,139.5901943438634,24319.455709856113,691.2687525558384,2669.5864591840914,1,0,BENIGN
TCP,2463,28366,1183780.3468414654,11,12,262.6626286665955,123.98412211999586,83.01207296398478,52.14349799415602,87289.41166600959,2046.8652106284967,3833.4469273019854,1,0,BENIGN
UDP,9461,64487,2155954.2031584615,8,9,242.66526591817086,65.60288775578384,70.1592401377134,148.56230538217216,80594.82024128393,4422.125302588733,2750.98836527739,1,0,BENIGN
UDP,33784,17208,638880.1262258722,9,7,595.7191444115433,72.57824105136805,33.56619224117851,97.63004359112313,59170.62847539538,1685.7225803624742,2109.433965158064,1,0,BENIGN
ICMP,60067,36200,482739.3099252333,5,9,103.41018518806231,305.841851270315,370.26901331120973,75.14230957201255,304240.8731143857,1574.9036029115907,2659.179265705248,1,0,BENIGN
UDP,9276,22913,289227.8016202011,11,9,260.72034517559797,149.07522441138985,154.59788635665743,67.29622927142516,88591.2150583009,2481.0557705916813,1251.573684309395,1,0,BENIGN
TCP,28678,36920,926860.090940602,11,8,309.8603113154922,384.7817694158608,155.4245463243902,65.07500111383551,55623.92925917453,3083.277793524681,974.924182514946,1,0,BENIGN
UDP,65221,36982,2119031.3626271356,11,9,498.26306669376595,341.57346078613693,93.08652617869917,25.63325562619996,18740.261861337287,143.19665298748995,1887.9036161781219,0,0,BENIGN
ICMP,13270,15236,392540.88759005704,7,7,55.11196294510691,187.03948501274618,31.103744739344485,73.6786532202831,37130.33311438746,2229.0717835252976,5149.132085501159,0,1,BENIGN
ICMP,64058,56573,504571.09838112193,18,5,576.1273153323212,115.66820014784771,11.052348855371472,103.48836239040962,33802.17778081684,2021.567882774785,978.7285618731008,1,0,BENIGN
UDP,57137,41758,521929.57432503806,9,13,251.2895494403244,214.03687270893386,75.03855110789847,79.27083286885122,62836.527041860354,2356.3295759579555,1614.5603425020581,1,1,BENIGN
ICMP,407,33548,822828.4897679774,8,10,428.30608702004076,467.72536251030283,53.33824661417395,98.78455116216959,74481.23838586386,824.5488934446092,3834.4556545106775,1,1,BENIGN
TCP,7385,48120,259300.6122837409,6,7,67.65124944144026,120.43972289337724,70.69323999033165,16.970734823727486,77804.15699733542,1488.4866990313503,2931.1459480720723,0,0,BENIGN
TCP,55202,43811,1727158.698633858,12,10,16.98255878895048,259.08637743956047,76.43292212691695,37.9457896985116,177664.16975627097,1192.820200169064,1933.894002813176,1,1,Attack
UDP,22554,19277,350412.13561946014,13,9,324.37351648918417,77.08140914132453,107.21399293463821,165.86593696313807,118155.3898281992,705.8725943185051,3490.179458287899,0,1,BENIGN
UDP,24367,31924,1222010.1397158462,15,9,99.97303816329976,453.2077433041601,76.39924258159256,59.030154888563715,112675.14632114637,1584.749975990028,2568.955891628422,0,0,BENIGN
UDP,44037,5535,719934.2556544686,12,10,243.6954108656281,397.43875403561674,10.4975336329622,38.56261612713688,32707.693534327558,2333.5824032107002,1300.1927662115613,0,0,BENIGN
ICMP,17370,26470,881642.0008423331,9,5,146.19565206075814,253.9574562387779,52.771859570257796,67.30801803036185,77743.50082195339,4037.204080991538,2086.9606879980242,0,0,BENIGN
TCP,11796,36075,197973.90475105657,9,10,496.9991503689352,102.4539287292384,33.55336820365033,48.936850874720136,206478.55724104948,1803.6729236855947,1434.0620724733576,1,1,BENIGN
TCP,4486,35671,1328112.9971227732,18,10,224.09305412590425,96.4422517025065,97.87079462968799,109.09657428561543,173760.57914475334,1698.2554792816784,1162.6566968412503,1,1,BENIGN
ICMP,41670,62148,209019.41697252475,11,12,137.98964795607674,71.51342460904888,57.21937804210735,68.49534710168052,79490.10023704688,1127.6421156893825,2336.2494718837706,1,1,BENIGN
TCP,2619,32564,120444.41632112664,16,12,61.707289114952616,148.6937034386934,42.18609504216859,84.16852069168392,62194.345814406115,1480.4844357612526,195.72440838973094,0,0,BENIGN
UDP,30144,46160,791155.897899051,11,8,122.06547557653577,139.00963743715943,22.427328624915678,59.58733936159056,103234.17182571744,1299.2210531325925,1227.5608660533267,1,1,BENIGN
UDP,29426,36487,1235453.622541367,7,13,387.66053302957476,118.25479858035621,85.35486937390304,44.24531690630156,130207.66267184423,1322.0387523436339,1366.6680587758563,0,1,BENIGN
UDP,22674,22,51331.01766196613,8,15,256.5725226881074,178.4614339375389,80.13527079384892,34.131492332958665,38594.23942269,1364.5748214444134,6259.102698597561,0,0,BENIGN
TCP,9604,34269,71920.70513395232,11,6,28.661342989905762,118.65901883132256,59.73296806924674,150.1134526307697,221163.10431258977,733.4540731341426,2006.9882436384287,1,1,BENIGN
UDP,39697,41803,1622924.2592945613,15,9,27.546401843690965,163.71187892676892,50.82047157643219,84.7777331247006,16513.217311911805,1399.5719511549196,121.0142868073407,0,1,BENIGN
ICMP,5369,15800,1655653.0672012437,6,8,173.80261907274596,158.79946548078271,46.750551353130476,91.08551924085785,103097.00348390256,4480.434495220834,3358.386482206046,0,0,BENIGN
ICMP,4622,26337,281441.2099547602,8,11,658.7129910412582,115.22666790315186,17.25338010765693,32.06103147312003,167187.81367122562,3106.2385262214907,1808.7137710457355,1,1,BENIGN
TCP,58830,3642,955104.8549769039,10,7,327.950622108463,423.0299907328554,25.387593632162876,141.46061565418242,77324.53174817006,1867.4709247944188,1271.9621703839882,1,0,BENIGN
ICMP,63501,21597,585513.3860200312,10,6,14.655571080972168,154.1375954043604,128.19483932864503,84.82470811791559,105038.26079781374,53.22460613306468,3774.2958067935224,1,0,BENIGN
ICMP,60295,32960,1001565.548658135,12,13,110.24477885667451,403.6167417014042,82.192427309206,137.1484920168827,74545.90152796113,1007.0213166799456,4663.313442602578,1,0,BENIGN
TCP,14720,13307,1986893.6031663162,8,12,207.04644495040986,508.3016829851216,72.84540082806502,113.4544842107372,169344.22074796935,3578.3419368942755,1148.334436654151,0,0,BENIGN
UDP,29228,46183,83225.56087850529,10,6,399.77879097695745,153.63658628328648,60.29502437442935,115.49233575245205,18725.13063586099,5075.391016718242,700.4599015369829,0,0,BENIGN
UDP,43895,8588,1505007.7463653178,11,6,340.52970350538544,116.93830263624352,91.80757815492201,74.16114324050515,137706.06036329552,4753.611694047689,340.12441159668555,0,0,BENIGN
UDP,7567,56327,679301.6824056464,11,8,33.97102335556107,223.35058866437492,117.55163969945559,19.75243830234784,100863.67015768027,1404.3010007283522,3051.6572634479667,1,1,BENIGN
TCP,12307,31360,830404.2334444934,12,13,171.9488197842087,116.0132440703921,23.262188219263184,40.95963779399712,30015.10294320425,306.05417374578565,2541.797718945648,0,0,BENIGN
ICMP,53823,21499,1061118.1421460016,12,13,407.6904050421594,268.26984558516244,34.32851183546167,43.71271131029137,88044.4026960355,1202.8105375886241,1626.918702115211,0,0,BENIGN
UDP,24043,4663,2559067.627476494,11,10,20.89475913774466,111.6804627014905,84.98901066496424,64.37474486473222,43942.08696008628,3816.579778696237,326.714849251542,1,0,BENIGN
UDP,15087,37095,58392.066472495986,11,11,130.06763592654596,479.81532689156205,132.1664366247856,45.62209629412314,39317.93829776985,767.4191631762687,729.4173179549712,0,1,BENIGN
TCP,17388,41834,29919.509976939433,10,6,118.69512811739907,219.7345659442705,321.97053279862155,49.86903649403883,327304.50538228743,2849.5065431139797,3593.9930053374223,0,0,Attack
UDP,27043,27198,196333.4036124116,16,9,100.21316686186807,357.1732528970042,94.16725106817242,67.95476230369648,74923.43411837055,1722.9398891728185,2385.3468895610463,0,1,BENIGN
TCP,23889,20720,4301200.924831723,13,13,54.84446936479513,234.19335019217863,56.18301150389311,67.9501944844579,114017.670339959,2273.1588342069626,3810.6230704182053,1,1,BENIGN
ICMP,51619,24666,1255534.0903315262,15,5,212.07825774252953,37.13891086697612,106.22175131441118,28.435232522395378,33686.92932121731,4329.531303790838,1496.2506720453991,1,0,BENIGN
TCP,26515,43240,953580.2205841045,12,13,301.39967331044465,35.62360918879914,62.53778388824303,45.47010856666259,130306.48770449213,3964.0486339727295,5070.714079473615,1,1,BENIGN
TCP,18324,25033,48181.35561645904,10,9,102.62828221039832,66.24575686168185,78.7558179077909,92.13666383476341,89782.63829917197,3895.487635920107,1298.215798975099,1,1,BENIGN
TCP,18020,59625,2112876.089808704,7,13,120.61357436351798,127.50995124479556,102.0343014653047,99.54447556629921,183590.5756581383,701.987330955064,3735.3250171322834,1,0,BENIGN
TCP,9891,12642,1675347.256972402,11,7,166.99029567327273,434.81203737479916,104.44385935214962,39.61493483716036,146729.16703633108,3035.9877023037925,1505.6366402565843,0,1,BENIGN
ICMP,40864,41965,1093028.0412426095,8,12,43.11194328330173,277.55817148047004,119.86932157868297,48.90313835759968,125822.70181999318,3495.095817859683,2373.1966183933905,1,1,BENIGN
ICMP,55418,30029,414199.364139464,9,6,352.02729303221736,255.90500473340367,109.18241570856179,27.84359693307314,174429.4386837995,448.6306115613011,931.37313271128,1,0,BENIGN
UDP,45488,45495,73113.80326923166,9,12,109.79708509683664,247.46904250883807,86.75508323995064,90.9419277235898,70869.0093530876,4676.60031317056,1454.6047642382791,0,1,BENIGN
ICMP,10284,54647,867592.2097630675,6,6,240.6004914974388,162.67230328896284,63.85310997902987,190.98565596039737,73379.73664679022,1204.740430725407,1919.6966962648942,1,1,BENIGN
ICMP,18280,15652,1271875.454109303,21,7,131.45996298446886,82.19865579878196,178.54430359278874,32.16242016542079,60409.27030724723,3052.619326966966,497.2436881933652,0,0,BENIGN
UDP,47000,8537,98981.29563659249,6,12,244.36869496169126,316.9880070201609,109.81063659314998,240.8278492550349,122181.0775372563,2203.456876723541,114.66496410357257,1,1,BENIGN
ICMP,62781,51864,1004487.3376932318,6,11,96.72210494575752,284.38424667702947,215.4706165026043,42.7338199762794,190374.89317505606,7236.5930870112625,1920.0692432793057,1,1,BENIGN
TCP,22909,56748,337385.1482402714,13,11,331.7085918719085,48.35587381879643,35.59198455815597,11.336047743941588,25310.400191846726,1403.0587437794636,3112.5185931175897,0,1,BENIGN
TCP,61585,45713,1444958.8454458183,11,13,480.8784393935118,128.1944575865124,65.01981234040632,78.81581293411696,55383.78902575884,1139.9786524171102,787.346048133787,1,0,BENIGN
UDP,60743,6274,775694.0306198454,6,8,44.889617889720604,43.8750289023704,92.7847216601123,142.81477595926174,119848.69716775363,3150.7769544337875,753.5378928552387,0,1,BENIGN
UDP,47467,6285,138155.53931373174,13,16,35.008771788241,71.95917957664962,23.8635849609855,116.07975536142753,208815.60749605086,871.8074056379742,319.58982981049087,1,0,BENIGN
UDP,50226,59807,747644.4394977749,7,10,200.49558192077487,100.55835528914976,108.59083365101758,21.337860641655105,68530.26030590278,2650.937603376314,491.1821414944717,0,0,BENIGN
TCP,37953,25693,503745.51924052124,13,17,207.58583710046258,108.60208429040964,42.29330991941503,39.81598162189151,257649.32517682877,2651.879120298802,1481.6870955648649,0,0,BENIGN
ICMP,35171,8818,198885.14063639785,8,10,54.55287511519974,538.2414057527117,33.79985136890601,78.27615241316127,112969.97302022658,4360.172538865223,2627.8671956379926,1,1,BENIGN
TCP,37664,28956,1842099.8960252497,7,8,161.9826531958247,201.44814198226197,105.65456882776516,125.90477906413557,231810.37641193485,207.97029581091113,204.06690223447347,1,1,Attack
UDP,56484,26556,11089.712686324181,11,10,315.05381670723807,183.39180298824851,128.98971110727868,9.449434656805613,133331.44582645295,1539.1414762108861,2928.005389892505,1,1,BENIGN
ICMP,44173,20379,374152.9073832952,7,8,39.4371566088023,433.78034860452533,66.9479862101794,202.61601098125772,241751.16162291306,1585.824554873624,1323.854889525417,0,1,BENIGN
ICMP,61382,50831,12675.028022569675,10,10,414.15845502685545,102.7301292977258,54.18165546966052,29.64555466917591,217504.77416262662,1778.9889441401779,1225.0021016662374,1,1,BENIGN
TCP,47930,41183,100933.6028077061,12,12,280.74134556373554,244.56002770557436,53.23012328675679,72.6127757934245,72635.98059525907,324.1263027662236,1439.1111145212483,0,1,BENIGN
UDP,9344,17128,352535.26591743395,6,9,31.067156384974027,38.312329115720736,36.75381675967066,11.222246021263093,76735.56150326112,1681.6092013408477,1007.5577930967701,1,0,BENIGN
TCP,10638,49615,55799.41634307729,14,10,241.7315001934785,26.96585561304391,98.07434069946463,84.07954307287969,28139.561235993504,1244.2521817597467,2538.6619021114984,1,0,BENIGN
ICMP,34725,17953,907902.3438751617,10,9,197.82692597571577,492.0088187627208,31.74676395520723,118.75266450893828,88955.31404099044,3516.719158321538,1543.7134404363555,1,0,BENIGN
TCP,39792,11540,90869.25411303464,8,5,363.6567285880033,173.98153197629566,52.4640347226621,14.22764867815045,48071.24590834845,393.84728854357087,320.3947803659975,1,0,Attack
TCP,29135,46762,1209701.2943929906,14,8,40.89989837158481,100.31261029854844,99.98671543502455,73.01315944445598,197562.40736458107,776.0520783440837,378.6783732410361,0,1,BENIGN
UDP,46831,46220,54078.34021631665,6,12,177.8286296772058,159.68334422769823,199.51553418466904,71.93218649807659,178712.13183004135,1433.634779907165,549.0046621156032,1,1,BENIGN
UDP,47102,14693,61140.455561953764,6,14,248.35366150561836,165.2558460713866,44.21822022662205,32.070484422291905,31387.348174023216,3393.7498968545433,598.8194538598761,1,1,BENIGN
ICMP,3908,18121,364312.462866788,8,8,276.7236976189025,124.25184277566366,85.26042993573897,22.954256166472117,25377.696112257563,4853.144847381568,1704.4887321195533,1,0,BENIGN
TCP,33576,13335,2268874.96767557,9,9,132.74190329358888,120.96749394287876,41.95063786689567,103.15477925836574,13648.066209183065,1694.3869834180796,422.06751387421417,1,1,BENIGN
TCP,57531,28616,1025528.891226799,10,10,110.44846840680921,165.92437046181126,27.081594637323466,58.31659240634709,14814.39547385533,3417.6838929951514,2000.3853912011773,0,0,BENIGN
TCP,46800,7904,1470246.9675205315,15,4,281.5748630012505,215.39754299597078,64.6058332069436,24.431200342050946,36518.96924156126,190.2530224264932,1857.5956908171381,0,1,Attack
ICMP,4828,28528,152629.29877116243,6,12,224.93634102373278,109.63447419569808,121.26276114557231,80.68828581146066,100253.61966686214,1751.77366463157,627.655159397693,0,1,BENIGN
ICMP,30608,15630,1796523.398223129,17,14,265.2699806405434,173.09706204988274,123.20046040222924,88.77183291578328,50884.951943529086,2427.3650966188325,3060.997143509606,0,0,BENIGN
UDP,62654,56155,8179.610180939742,11,11,467.8111184843789,118.49741640842947,90.4220193985452,129.12969852076108,135784.89051658713,1566.752740666438,2956.647538801544,1,1,BENIGN
UDP,13700,58009,239599.90581601218,6,6,68.08463579712549,180.59633204584716,59.215737974877456,20.98299250360517,80226.92007354819,2808.625106591292,1059.4769810664345,1,0,BENIGN
UDP,37293,17741,957353.1749612914,7,9,186.6841787520514,310.59165863336614,29.363423659672602,42.812551348132814,49441.30440928483,3803.2953675823533,567.8217449380153,0,1,BENIGN
TCP,47962,33783,470397.9607346591,16,13,267.6276567446086,335.41623267255414,41.29367329248767,15.242475358109745,31086.15029328216,238.10757959772818,2268.6190563728287,1,1,BENIGN
TCP,25884,26709,4147327.180729011,18,9,221.4253210453201,112.16916292050676,80.34563473502259,98.07969818115379,33685.51040629277,633.8333364959848,2593.544787809669,0,0,BENIGN
UDP,48992,10861,30809.007645608795,8,10,164.23504523053535,123.19617706979113,52.316536655192614,61.02543845021576,158364.2183613321,1172.4807827597983,3955.011875692662,1,0,BENIGN
TCP,51437,17439,6569975.281098722,8,15,158.54513284384922,162.7541912319317,57.00949716540727,69.1246063869753,33648.90988648955,2148.92974600992,329.83595665361196,1,1,BENIGN
UDP,5314,1765,977176.8189075117,12,10,204.15981259112272,205.62482852107598,39.145558923309046,147.01140543822126,69332.19484959,1600.3518562708482,2326.730055643391,1,1,BENIGN
ICMP,13599,63728,818046.2128120722,14,8,110.1747036429802,82.66310127823101,48.61497443639354,66.53380025606998,114373.89458981575,2489.821770823206,1500.151737718213,1,1,Attack
UDP,45827,6010,61356.860061659085,8,9,86.61034413531316,153.76428959535465,42.59185426676797,68.80870509741851,139107.4398487824,3436.064246633968,1393.260155253017,0,0,Attack
ICMP,49910,20843,319281.2788573282,9,8,88.6525475259799,142.80231718030646,49.30328034227177,128.35883331859566,82464.5442964777,2484.3051871906346,1580.4741581275173,0,1,BENIGN
TCP,28808,60214,2585779.7594838226,12,6,131.26042997875388,214.10377284221647,49.38630645759683,85.63209771100018,48345.42226975537,1736.455561287628,831.3554715498176,0,1,Attack
